e_form,e_hull,mu_b,gap pbe,a,alpha,beta,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
-1.073,1.001,0.409,0.0,4.367,90.0,90.0,8.0,79.0,71.0,33.4,30.479999999999997,8.0,27.0,87.0,60.0,70.8,19.44,87.0,15.9994,196.966569,180.96716899999998,80.4429538,77.33226456,15.9994,54.8,1586.0,1531.2,617.546,675.2952,54.8,3.0,16.0,13.0,12.4,4.32,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,196.0,130.0,106.0,48.0,66.0,1.2,3.44,2.24,2.8120000000000003,0.7535999999999999,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,2.2,3.12,0.0,0.0,14.0,14.0,4.2,5.040000000000001,0.0,6.0,25.0,19.0,10.6,5.76,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,1.0,16.0,15.0,4.6,4.56,2.0,9.105,32.05,22.944999999999997,15.213,7.329599999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,-2,3,5,3.2732683535398857
-1.072,0.561,0.661,0.0,3.923,90.0,90.0,8.0,75.0,67.0,25.0,20.4,8.0,54.0,87.0,33.0,74.0,15.6,87.0,15.9994,186.207,170.20759999999999,58.010040000000004,51.278783999999995,15.9994,54.8,3459.0,3404.2,1086.8799999999999,1238.4959999999999,54.8,7.0,16.0,9.0,12.6,4.08,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,151.0,85.0,96.2,36.239999999999995,66.0,1.83,3.44,1.6099999999999999,2.81,0.756,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,2.2,2.6399999999999997,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,21.0,15.0,9.4,4.640000000000001,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.8,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,1.2,2.0,9.105,14.655,5.549999999999999,10.540000000000001,1.722,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42213256,0.675412096,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,3,5,3.2732683535398857
-1.071,0.995,0.006,0.0,4.326,90.0,90.0,8.0,79.0,71.0,33.8,30.96,8.0,31.0,87.0,56.0,71.6,18.48,87.0,15.9994,196.966569,180.96716899999998,81.4929538,78.59226456,15.9994,54.8,1685.0,1630.2,637.346,699.0552,54.8,3.0,16.0,13.0,12.4,4.32,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,192.0,126.0,105.2,47.04,66.0,1.22,3.44,2.2199999999999998,2.816,0.7487999999999999,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,4.8,5.76,0.0,6.0,25.0,19.0,11.0,6.0,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.8,1.28,0.0,1.0,4.0,3.0,2.2,0.7200000000000001,2.0,9.105,31.24,22.134999999999998,15.050999999999998,7.135199999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,-2,3,5,3.2732683535398857
-1.071,1.599,1.164,0.0,3.792,90.0,90.0,8.0,73.0,65.0,24.4,19.68,8.0,48.0,87.0,39.0,72.2,17.759999999999998,87.0,15.9994,180.94788,164.94848,56.776824999999995,49.66842199999999,15.9994,54.8,3290.0,3235.2,994.68,1127.8560000000002,54.8,5.0,16.0,11.0,12.0,4.8,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,170.0,104.0,101.4,42.480000000000004,66.0,1.5,3.44,1.94,2.6740000000000004,0.9192,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.6,1.9200000000000004,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,19.0,13.0,8.8,4.08,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,7.0,7.0,2.4,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.6,1.9200000000000004,2.0,9.105,18.12,9.015,11.184517241380002,2.774193103448001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,229.0,217.0,96.4,101.28,12.0,-2,4,6,3.3806170189140663
-1.07,1.458,0.838,0.0,4.117,90.0,90.0,8.0,76.0,68.0,28.0,24.0,8.0,44.0,87.0,43.0,72.4,17.52,87.0,15.9994,190.23,174.23059999999998,65.89044,59.86924799999999,15.9994,54.8,3306.0,3251.2,1119.6799999999998,1277.856,54.8,4.0,16.0,12.0,12.0,4.8,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,175.0,109.0,103.4,44.88,66.0,1.33,3.44,2.11,2.7700000000000005,0.8039999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,1.6,1.9200000000000004,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,4.0,22.0,18.0,8.8,5.28,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,2.4,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.6,1.9200000000000004,2.0,9.105,23.195,14.09,12.919999999999998,4.577999999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,4,6,3.3806170189140663
-1.069,1.459,0.012,0.0,3.9,90.0,90.0,8.0,76.0,68.0,28.0,24.0,8.0,44.0,87.0,43.0,72.4,17.52,87.0,15.9994,190.23,174.23059999999998,65.89044,59.86924799999999,15.9994,54.8,3306.0,3251.2,1119.6799999999998,1277.856,54.8,4.0,16.0,12.0,12.0,4.8,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,175.0,109.0,103.4,44.88,66.0,1.33,3.44,2.11,2.7700000000000005,0.8039999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,1.6,1.9200000000000004,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,4.0,22.0,18.0,8.8,5.28,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,2.4,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.6,1.9200000000000004,2.0,9.105,23.195,14.09,12.919999999999998,4.577999999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,4,6,3.3806170189140663
-1.067,2.106,0.018,0.0,4.585,90.0,90.0,8.0,89.0,81.0,25.4,25.439999999999998,8.0,14.0,87.0,73.0,70.6,22.640000000000004,87.0,15.9994,227.0,211.0006,60.61674000000001,66.553304,15.9994,54.8,1687.0,1632.2,634.88,696.096,54.8,3.0,16.0,13.0,13.0,4.0,16.0,2.0,7.0,5.0,3.2,1.52,2.0,66.0,215.0,149.0,104.8,46.56,66.0,1.1,3.44,2.34,2.664,0.9311999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,5.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.8,2.16,2.0,9.105,44.5125,35.4075,18.4535,11.2182,9.105,0.0,0.773,0.773,0.15460000000000002,0.24736000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,97.6,102.71999999999998,12.0,0,0,0,0.0
-1.067,0.734,0.26,0.0,3.875,90.0,90.0,8.0,45.0,37.0,16.2,11.52,8.0,59.0,87.0,28.0,77.6,11.280000000000001,87.0,15.9994,102.9055,86.90610000000001,35.04174,27.145504,15.9994,54.8,2237.0,2182.2,664.88,732.096,54.8,2.0,16.0,14.0,11.8,5.04,16.0,2.0,5.0,3.0,2.8,0.96,2.0,66.0,142.0,76.0,96.2,36.239999999999995,66.0,1.31,3.44,2.13,2.782,0.7896,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.8,1.52,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8,0.72,2.0,9.105,22.89,13.785,12.769,4.396800000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,-2,4,6,3.3806170189140663
-1.065,1.339,0.803,0.0,4.271,90.0,90.0,8.0,67.0,59.0,27.2,23.04,8.0,33.0,87.0,54.0,70.6,19.68,87.0,15.9994,164.93032,148.93092,63.166804,56.600884799999996,15.9994,54.8,2237.0,2182.2,829.68,929.8560000000001,54.8,3.0,16.0,13.0,12.0,4.8,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,192.0,126.0,106.4,48.480000000000004,66.0,1.23,3.44,2.21,2.766,0.8088000000000001,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,11.0,11.0,2.2,3.5200000000000005,0.0,6.0,13.0,7.0,8.0,2.4,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,3.0,3.0,0.6,0.96,0.0,2.0,3.0,1.0,2.4,0.48,2.0,9.105,30.7333333333,21.6283333333,14.337666666659999,6.5582666666559986,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,-2,3,5,3.2732683535398857
-1.065,1.278,1.371,0.0,3.793,90.0,90.0,8.0,41.0,33.0,18.2,12.24,8.0,47.0,87.0,40.0,72.6,17.28,87.0,15.9994,92.90638,76.90698,39.34991599999999,28.0206192,15.9994,54.8,2750.0,2695.2,945.0799999999999,1068.336,54.8,5.0,16.0,11.0,12.2,4.5600000000000005,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,164.0,98.0,98.8,39.36,66.0,1.6,3.44,1.8399999999999999,2.75,0.828,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,2.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.2,0.7200000000000001,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,6.0,6.0,2.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.4,1.6799999999999997,2.0,9.105,18.18,9.075,11.245000000000001,2.774,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42213256,0.675412096,0.0,12.0,229.0,217.0,98.8,104.16,12.0,-2,3,5,3.2732683535398857
-1.065,1.339,0.803,0.0,4.271,90.0,90.0,8.0,67.0,59.0,27.2,23.04,8.0,33.0,87.0,54.0,70.6,19.68,87.0,15.9994,164.93032,148.93092,63.166804,56.600884799999996,15.9994,54.8,2237.0,2182.2,829.68,929.8560000000001,54.8,3.0,16.0,13.0,12.0,4.8,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,192.0,126.0,106.4,48.480000000000004,66.0,1.23,3.44,2.21,2.766,0.8088000000000001,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,11.0,11.0,2.2,3.5200000000000005,0.0,6.0,13.0,7.0,8.0,2.4,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,3.0,3.0,0.6,0.96,0.0,2.0,3.0,1.0,2.4,0.48,2.0,9.105,30.7333333333,21.6283333333,14.337666666659999,6.5582666666559986,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,-2,3,5,3.2732683535398857
-1.065,1.016,0.4,0.0,3.597,90.0,90.0,8.0,78.0,70.0,23.2,21.919999999999998,8.0,63.0,87.0,24.0,80.4,7.919999999999999,87.0,15.9994,195.084,179.0846,54.23353999999999,56.34018399999999,15.9994,54.8,2041.4,1986.6000000000001,778.5600000000001,868.5120000000001,54.8,10.0,16.0,6.0,14.4,1.92,16.0,2.0,6.0,4.0,3.0,1.2,2.0,66.0,136.0,70.0,89.0,27.6,66.0,1.9,3.44,1.54,2.9,0.648,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,4.0,24.0,20.0,9.2,5.92,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.4,0.6399999999999999,2.0,9.105,20.44,11.335,12.555000000000001,4.140000000000001,9.105,0.0,0.773,0.773,0.15460000000000002,0.24736000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,97.6,102.71999999999998,12.0,-2,4,6,3.3806170189140663
-1.064,1.598,1.19,0.0,4.32,90.0,90.0,8.0,64.0,56.0,26.2,21.839999999999996,8.0,27.0,87.0,60.0,68.2,22.56,87.0,15.9994,157.25,141.2506,60.64964,53.580287999999996,15.9994,54.8,2430.0,2375.2,836.0799999999999,937.5360000000001,54.8,3.0,16.0,13.0,11.6,5.279999999999999,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,196.0,130.0,108.2,50.64,66.0,1.2,3.44,2.24,2.684,0.9071999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.2,1.52,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,6.0,10.0,4.0,7.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.8,3.3599999999999994,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,2.0,16.0,14.0,5.4,4.24,2.0,9.105,32.05,22.944999999999997,14.729999999999999,6.927999999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,0,0,0,0.0
-1.063,0.743,0.214,0.0,3.852,90.0,90.0,8.0,42.0,34.0,18.8,12.960000000000003,8.0,50.0,87.0,37.0,74.4,15.12,87.0,15.9994,95.96,79.9606,40.530319999999996,29.437103999999998,15.9994,54.8,2896.0,2841.2,957.68,1083.4560000000001,54.8,6.0,16.0,10.0,12.8,3.84,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,154.0,88.0,95.2,35.04,66.0,1.91,3.44,1.53,2.878,0.6744,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,2.6,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,4.0,6.8,1.2799999999999998,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.4,1.6799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,2.8,1.2799999999999998,2.0,9.105,15.69,6.584999999999999,10.665000000000001,2.0100000000000002,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.11907894000000001,0.190526304,0.0,12.0,229.0,217.0,98.0,103.2,12.0,-2,4,6,3.3806170189140663
-1.061,0.702,0.933,0.0,3.87,90.0,90.0,8.0,76.0,68.0,24.8,20.48,8.0,49.0,87.0,38.0,73.4,16.32,87.0,15.9994,190.23,174.23059999999998,58.04485999999999,52.874055999999996,15.9994,54.8,3306.0,3251.2,1130.08,1290.336,54.8,6.0,16.0,10.0,12.4,4.32,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,144.0,78.0,96.2,36.239999999999995,66.0,1.66,3.44,1.78,2.836,0.7247999999999999,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,6.0,6.0,2.2,2.6399999999999997,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,22.0,16.0,9.2,5.119999999999999,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.8,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.2,1.44,2.0,9.105,14.09,4.984999999999999,10.519,1.6967999999999996,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,4,6,3.3806170189140663
-1.06,1.393,0.399,0.0,3.689,90.0,90.0,4.0,24.0,20.0,10.4,5.44,8.0,49.0,87.0,38.0,75.4,13.919999999999998,87.0,9.012182,51.9961,42.983918,21.8012964,12.07792144,15.9994,54.8,2180.0,2125.2,780.88,871.2959999999999,54.8,2.0,16.0,14.0,11.2,5.76,16.0,2.0,4.0,2.0,2.4,0.6399999999999999,2.0,66.0,139.0,73.0,86.6,24.72,66.0,1.57,3.44,1.8699999999999999,2.71,0.876,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,5.2,1.2799999999999998,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.4,1.44,2.0,7.89,11.19,3.3,9.279,0.7643999999999996,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,4,6,3.3806170189140663
-1.06,1.5,0.203,0.0,4.063,90.0,90.0,8.0,49.0,41.0,19.0,13.2,8.0,43.0,87.0,44.0,75.8,13.440000000000001,87.0,15.9994,114.818,98.8186,42.13664,31.364688,15.9994,54.8,1941.0,1886.2,507.03000000000003,573.588,54.8,4.0,16.0,12.0,13.0,3.6,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,160.0,94.0,100.0,40.8,66.0,1.54,3.44,1.9,2.728,0.8543999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999997,4.0,0.0,10.0,10.0,2.4,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,7.0,2.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.8,2.16,2.0,9.105,24.26,15.155000000000001,13.653,5.457600000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,12.0,194.0,182.0,73.8,74.16,12.0,-2,4,6,3.3806170189140663
-1.059,1.388,0.947,0.0,4.002,90.0,90.0,8.0,75.0,67.0,34.4,31.679999999999996,8.0,48.0,87.0,39.0,72.6,17.28,87.0,15.9994,186.207,170.20759999999999,83.030616,80.4374592,15.9994,54.8,3459.0,3404.2,1382.6799999999998,1593.456,54.8,5.0,16.0,11.0,12.0,4.8,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,170.0,104.0,103.8,45.36,66.0,1.5,3.44,1.94,2.744,0.8352,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.6,1.9200000000000004,0.0,0.0,14.0,14.0,5.6,6.719999999999999,0.0,6.0,21.0,15.0,11.6,6.719999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,7.0,7.0,2.4,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.6,1.9200000000000004,2.0,9.105,18.12,9.015,12.018,3.4956000000000005,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,3,5,3.2732683535398857
