e_form,e_hull,mu_b,vpa,gap pbe,a,c,alpha,gamma,e_form oxygen,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
-1.967,0.851,0.017,7.899,0.0,3.405,3.405,90.0,90.0,1.975,4.0,41.0,37.0,13.8,10.88,8.0,47.0,87.0,40.0,75.0,14.4,87.0,9.012182,92.90638,83.894198,29.9833524,25.16921104,15.9994,54.8,2750.0,2695.2,894.8799999999999,1008.0959999999999,54.8,2.0,16.0,14.0,11.0,6.0,16.0,2.0,5.0,3.0,2.6,0.9600000000000002,2.0,66.0,164.0,98.0,91.6,30.72,66.0,1.57,3.44,1.8699999999999999,2.698,0.8904,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,4.0,4.0,0.8,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,5.0,1.2,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,6.0,6.0,1.2,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.6,1.7600000000000002,2.0,7.89,18.18,10.29,10.677000000000001,3.0012000000000003,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,-2,4,6,3.3806170189140663
-1.965,0.89,0.2,8.605,0.0,3.504,3.504,90.0,90.0,-2.664,3.0,40.0,37.0,13.4,10.64,8.0,1.0,87.0,86.0,61.2,30.96,87.0,6.941,91.224,84.283,29.232640000000004,24.796544000000004,15.9994,54.8,2128.0,2073.2,549.2180000000001,631.5128000000001,54.8,1.0,16.0,15.0,10.6,6.480000000000001,16.0,2.0,5.0,3.0,2.6,0.9600000000000002,2.0,66.0,175.0,109.0,100.2,41.04,66.0,0.98,3.44,2.46,2.5260000000000002,1.0968,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.6,1.6800000000000002,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,3.0,2.0,2.0,9.105,23.195,14.09,13.42066666666,5.178799999992,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,0,0,0,0.0
-1.964,-0.071,0.0,12.001,0.623,5.411,7.765,90.0,90.0,0.039,8.0,78.0,70.0,33.0,30.0,8.0,25.0,87.0,62.0,69.8,20.64,87.0,15.9994,195.084,179.0846,79.00924,75.611808,15.9994,54.8,2041.4,1986.6000000000001,660.1600000000001,726.432,54.8,3.0,16.0,13.0,12.2,4.5600000000000005,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,198.0,132.0,106.4,48.480000000000004,66.0,1.185,3.44,2.255,2.757,0.8196,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,14.0,14.0,4.2,5.040000000000001,0.0,6.0,24.0,18.0,10.2,5.52,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,2.0,7.0,5.0,3.0,1.6,2.0,9.105,36.46,27.355,15.759,8.2804,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,-2,4,6,3.3806170189140663
-1.964,0.37,0.0,15.416,0.3,5.788,8.855,90.0,90.0,-6.432,8.0,89.0,81.0,31.6,28.320000000000004,8.0,14.0,87.0,73.0,66.8,24.240000000000002,87.0,15.9994,227.0,211.0006,75.58074,71.497608,15.9994,54.8,2237.0,2182.2,744.88,828.0959999999999,54.8,3.0,16.0,13.0,12.0,4.8,16.0,2.0,7.0,5.0,3.6,1.9200000000000004,2.0,66.0,215.0,149.0,111.0,54.0,66.0,1.1,3.44,2.34,2.7399999999999998,0.8400000000000001,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.8,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,6.0,1.2,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.2,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.6,2.16,2.0,9.105,44.5125,35.4075,17.0935,10.9676,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24000000000001,12.0,-2,3,5,3.2732683535398857
-1.964,0.37,0.0,15.416,0.3,5.788,8.855,90.0,90.0,-6.432,8.0,89.0,81.0,31.6,28.320000000000004,8.0,14.0,87.0,73.0,66.8,24.240000000000002,87.0,15.9994,227.0,211.0006,75.58074,71.497608,15.9994,54.8,2237.0,2182.2,744.88,828.0959999999999,54.8,3.0,16.0,13.0,12.0,4.8,16.0,2.0,7.0,5.0,3.6,1.9200000000000004,2.0,66.0,215.0,149.0,111.0,54.0,66.0,1.1,3.44,2.34,2.7399999999999998,0.8400000000000001,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,8.0,8.0,1.8,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,6.0,1.2,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.2,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.6,2.16,2.0,9.105,44.5125,35.4075,17.0935,10.9676,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24000000000001,12.0,-2,3,5,3.2732683535398857
-1.964,1.0,0.0,11.403,1.725,3.849,3.849,90.0,90.0,1.685,8.0,22.0,14.0,12.0,4.8,8.0,43.0,87.0,44.0,76.4,13.359999999999996,87.0,15.9994,47.867,31.867599999999996,24.79014,10.548888,15.9994,54.8,1941.0,1886.2,758.48,844.4159999999999,54.8,4.0,16.0,12.0,13.2,3.6800000000000006,16.0,2.0,4.0,2.0,2.6,0.72,2.0,66.0,160.0,94.0,93.8,33.36,66.0,1.54,3.44,1.9,2.752,0.8256,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.2,0.96,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.6,1.9200000000000004,2.0,9.105,20.44,11.335,12.889000000000001,4.5408,9.105,0.0,0.773,0.773,0.15460000000000002,0.24736000000000002,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,12.0,227.0,215.0,91.4,95.28,12.0,-2,4,6,3.3806170189140663
-1.963,1.462,0.2,15.572,0.0,4.27,4.27,90.0,90.0,-5.312,8.0,65.0,57.0,25.8,21.360000000000003,8.0,29.0,87.0,58.0,66.8,24.240000000000002,87.0,15.9994,158.92535,142.92595,59.62951,52.356132,15.9994,54.8,2128.0,2073.2,784.28,875.376,54.8,3.0,16.0,13.0,11.0,6.0,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,194.0,128.0,113.4,56.879999999999995,66.0,1.21,3.44,2.23,2.572,1.0416,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,9.0,9.0,1.8,2.88,0.0,4.0,11.0,7.0,6.6,1.7599999999999998,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,5.0,5.0,1.0,1.6,0.0,2.0,8.0,6.0,3.8,2.16,2.0,9.105,31.7366666667,22.6316666667,16.44933333334,8.813200000007999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,3,5,3.2732683535398857
-1.963,0.685,0.4,15.693,0.0,4.281,4.281,90.0,90.0,-1.789,3.0,69.0,66.0,19.2,19.919999999999998,8.0,1.0,87.0,86.0,59.8,32.64,87.0,6.941,168.93421,161.99321,44.774682,49.6638112,15.9994,54.8,1818.0,1763.2,487.218,532.3127999999999,54.8,1.0,16.0,15.0,10.4,6.719999999999999,16.0,2.0,6.0,4.0,2.8,1.2799999999999998,2.0,66.0,190.0,124.0,103.2,44.64,66.0,0.98,3.44,2.46,2.5100000000000002,1.116,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,2.6,4.16,0.0,1.0,15.0,14.0,6.8,3.28,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.32,0.0,1.0,2.0,1.0,1.6,0.48,2.0,9.105,29.78,20.675,14.73766666666,6.759199999991999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,0,0,0,0.0
-1.963,0.525,0.6,11.159,0.677,3.821,3.821,90.0,90.0,1.218,8.0,27.0,19.0,14.6,7.919999999999999,8.0,43.0,87.0,44.0,72.4,17.52,87.0,15.9994,58.933195,42.933794999999996,30.959679,17.9523348,15.9994,54.8,1941.0,1886.2,774.6800000000001,863.8560000000001,54.8,4.0,16.0,12.0,12.2,4.5600000000000005,16.0,2.0,4.0,2.0,2.8,0.96,2.0,66.0,160.0,94.0,96.8,36.96,66.0,1.54,3.44,1.9,2.748,0.8303999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,1.8,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,6.2,1.12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,8.0,2.2,2.6399999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.4,1.8399999999999999,2.0,9.105,16.69,7.585000000000001,10.85,2.336,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.30969874666666664,0.4955089813333333,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,4,6,3.3806170189140663
-1.962,0.381,0.4,18.761,0.0,4.544,4.544,90.0,90.0,-0.762,8.0,65.0,57.0,28.8,24.96,8.0,5.0,87.0,82.0,59.0,33.6,87.0,15.9994,158.92535,142.92595,67.96580037999999,62.359680456,15.9994,54.8,1629.0,1574.2,418.99799999999993,484.00079999999997,54.8,1.0,16.0,15.0,10.4,6.719999999999999,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,244.0,178.0,127.2,73.44000000000001,66.0,0.79,3.44,2.65,2.464,1.1712,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.8,2.88,0.0,1.0,11.0,10.0,6.0,2.0,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.6,0.0,1.0,5.0,4.0,2.4,1.0399999999999998,2.0,9.105,115.765,106.66,34.96333333334,32.320666666663996,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,0,0,0,0.0
-1.962,0.016,0.6,11.928,1.56,5.43,7.781,90.0,90.0,3.843,8.0,83.0,75.0,26.2,22.72,8.0,49.0,87.0,38.0,79.2,12.079999999999998,87.0,15.9994,208.9804,192.981,61.79494,58.874184,15.9994,54.8,2180.0,2125.2,577.76,640.896,54.8,6.0,16.0,10.0,13.8,3.1199999999999997,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,148.0,82.0,97.0,37.2,66.0,1.66,3.44,1.78,2.8,0.768,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,3.0,1.2,4.0,0.0,10.0,10.0,3.0,3.6,0.0,0.0,14.0,14.0,2.8,4.4799999999999995,0.0,6.0,29.0,23.0,10.6,7.359999999999999,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,1.8,0.72,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.0,1.2,2.0,9.105,32.95,23.845000000000002,14.291,7.463600000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,55.4,69.44,12.0,-2,3,5,3.2732683535398857
-1.962,0.007,0.0,13.645,0.0,5.635,8.08,90.0,90.0,0.272,8.0,57.0,49.0,25.6,21.119999999999997,8.0,13.0,87.0,74.0,67.8,23.04,87.0,15.9994,138.90547,122.90607000000001,58.95437400000001,51.54596880000001,15.9994,54.8,1234.93,1180.13,518.4660000000001,556.3992000000001,54.8,3.0,16.0,13.0,12.4,4.32,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,207.0,141.0,110.0,52.8,66.0,1.1,3.44,2.34,2.6700000000000004,0.9239999999999998,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,2.2,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,6.4,1.8400000000000003,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.2,2.3200000000000003,2.0,9.105,36.8975,27.7925,16.1085,8.4042,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,-2,3,5,3.2732683535398857
-1.961,0.355,0.0,12.934,0.0,5.735,6.811,90.0,90.0,1.467,8.0,50.0,42.0,23.0,18.0,8.0,47.0,87.0,40.0,77.6,12.240000000000004,87.0,15.9994,118.71,102.7106,51.922916,43.10821919999999,15.9994,54.8,2750.0,2695.2,683.896,826.4416000000001,54.8,5.0,16.0,11.0,13.4,3.3599999999999994,16.0,2.0,5.0,3.0,3.2,1.44,2.0,66.0,164.0,98.0,100.2,41.04,66.0,1.6,3.44,1.8399999999999999,2.7760000000000002,0.7968,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.8,3.3599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,7.4,2.64,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,6.0,6.0,1.2,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.4,1.6799999999999997,2.0,9.105,33.285,24.179999999999996,15.756,7.9811999999999985,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,81.2,83.04,12.0,-2,4,6,3.3806170189140663
-1.96,0.893,-0.201,16.116,0.0,4.319,4.319,90.0,90.0,-2.247,8.0,66.0,58.0,28.0,24.0,8.0,31.0,87.0,56.0,74.4,17.359999999999996,87.0,15.9994,162.5,146.5006,65.84164,59.810688000000006,15.9994,54.8,1685.0,1630.2,470.896,499.3152,54.8,3.0,16.0,13.0,13.0,4.0,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,192.0,126.0,105.8,47.760000000000005,66.0,1.22,3.44,2.2199999999999998,2.7,0.8879999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,10.0,10.0,2.0,3.2,0.0,6.0,14.0,8.0,8.8,3.3600000000000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.8,1.28,0.0,2.0,4.0,2.0,2.8,0.96,2.0,9.105,33.285,24.179999999999996,18.368,11.115599999999997,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,74.2,74.64000000000001,12.0,-2,3,5,3.2732683535398857
-1.959,0.66,0.0,12.804,0.0,4.0,4.0,90.0,90.0,2.291,8.0,64.0,56.0,24.2,19.439999999999998,8.0,27.0,87.0,60.0,74.4,18.959999999999997,87.0,15.9994,157.25,141.2506,56.03396,48.041472,15.9994,54.8,1586.0,1531.2,568.08,615.936,54.8,3.0,16.0,13.0,13.2,4.08,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,196.0,130.0,102.6,43.92,66.0,1.2,3.44,2.24,2.7399999999999998,0.8400000000000001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.2,4.0,0.0,10.0,10.0,2.2,3.12,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,6.0,15.0,9.0,8.6,3.12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8,0.72,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,2.0,16.0,14.0,5.0,4.4,2.0,9.105,32.05,22.944999999999997,16.308,8.6436,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,79.2,80.64000000000001,12.0,-2,3,5,3.2732683535398857
-1.958,0.999,0.593,16.663,0.0,4.368,4.368,90.0,90.0,3.847,8.0,91.0,83.0,27.4,25.439999999999998,8.0,18.0,87.0,69.0,64.4,27.119999999999997,87.0,15.9994,231.03586,215.03646,65.380212,66.2622592,15.9994,54.8,1941.0,1886.2,790.08,882.336,54.8,3.0,16.0,13.0,11.0,6.0,16.0,2.0,7.0,5.0,3.4,1.6799999999999997,2.0,66.0,200.0,134.0,111.6,54.720000000000006,66.0,1.5,3.44,1.94,2.6719999999999997,0.9216000000000001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,2.0,2.0,0.6,0.72,0.0,0.0,2.0,2.0,0.4,0.64,0.0,4.0,6.0,2.0,5.4,0.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,3.4,4.08,0.0,0.0,12.0,12.0,2.4,3.84,0.0,2.0,21.0,19.0,7.0,6.0,2.0,9.105,25.18,16.075,13.837,5.6784,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.50666666666e-06,7.210666666656e-06,0.0,12.0,194.0,182.0,73.8,74.16,12.0,0,0,0,0.0
-1.957,1.461,0.826,17.004,0.0,4.397,4.397,90.0,90.0,-2.042,8.0,93.0,85.0,31.0,27.6,8.0,8.0,87.0,79.0,58.2,34.56,87.0,15.9994,237.0,221.0006,74.52364,70.229088,15.9994,54.8,1050.0,995.2,426.28000000000003,445.776,54.8,2.0,16.0,14.0,10.6,6.480000000000001,16.0,2.0,7.0,5.0,3.6,1.9200000000000004,2.0,66.0,195.0,129.0,116.6,60.720000000000006,66.0,0.95,3.44,2.49,2.5260000000000002,1.0968,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,0.8,1.28,0.0,2.0,7.0,5.0,5.4,1.3599999999999999,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,19.0,19.0,5.0,5.6,2.0,9.105,54.23,45.125,19.99975,13.6921,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,64.6,64.16,12.0,0,0,0,0.0
-1.957,0.526,0.121,12.032,0.0,3.918,3.918,90.0,90.0,0.899,8.0,64.0,56.0,26.4,22.080000000000002,8.0,27.0,87.0,60.0,68.8,21.84,87.0,15.9994,157.25,141.2506,61.263639999999995,54.31708799999999,15.9994,54.8,2607.0,2552.2,871.4799999999999,980.016,54.8,3.0,16.0,13.0,11.8,5.04,16.0,2.0,6.0,4.0,3.4,1.6799999999999997,2.0,66.0,196.0,130.0,108.0,50.4,66.0,1.2,3.44,2.24,2.744,0.8351999999999998,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,1.6,2.16,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,6.0,10.0,4.0,7.2,1.44,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.4,2.88,0.0,0.0,7.0,7.0,1.4,2.2399999999999998,0.0,2.0,16.0,14.0,5.2,4.32,2.0,9.105,32.05,22.944999999999997,14.575,6.989999999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.35999999999999,12.0,-2,3,5,3.2732683535398857
